Kod,Ders,Eğitmen,Gün,Saat,Bina,Kayıtlı,Kontenjan,Bölüm Sınırlaması,CRN,Dönem
DEN 325E,Adv. Manufacturing Process,Necip Ünlü,"Pazartesi
Pazartesi","0900/1159
1300/1659","GDB
GDB / D311
D311",23,40,"DEN, DENE",30395,2023 - 2024 Yaz Dönemi
DEN 482,Bireysel Proje,Kadir Sarıöz,----,/,--- / ---,0,1,DEN,30364,2023 - 2024 Yaz Dönemi
