Kod,Ders,Eğitmen,Gün,Saat,Bina,Kayıtlı,Kontenjan,Bölüm Sınırlaması,CRN,Dönem
CHZ 311,Fiziksel Zeng. Yöntemleri,--,Çarşamba Çarşamba Perşembe Perşembe,1030/1229 1430/1629 1030/1229 1430/1629,MDB MDB MDB MDB,0,0,CHZ CHZM,30743,2017 - 2018 Yaz Dönemi
CHZ 318,Endüstriyel Hammaddeler,Murat Olgaç Kangal,Çarşamba Çarşamba,0930/1229 1330/1629,MDB MDB,8,30,CHZ,30405,2017 - 2018 Yaz Dönemi
CHZ 318E,Industrial Raw Materials,--,Cuma Cuma,0930/1229 1330/1629,MDB MDB,0,0,CHZE,30406,2017 - 2018 Yaz Dönemi
