Kod,Ders,Eğitmen,Gün,Saat,Bina,Kayıtlı,Kontenjan,Bölüm Sınırlaması,CRN,Dönem
MAD 318,Endüstriyel Hammaddeler,Murat Olgaç Kangal,Pazartesi Pazartesi,0930/1229 1330/1629,MDB MDB,0,40,CHZ MAD MADM,30302,2016 - 2017 Yaz Dönemi
MAD 318E,Industrial Minerals,Murat Olgaç Kangal,Salı Salı,0930/1229 1330/1629,MDB MDB,0,40,CHZE MADE,30303,2016 - 2017 Yaz Dönemi
MAD 361,Maden Yatakları,Mustafa Kumral,Çarşamba Çarşamba,1030/1229 1330/1529,MDB MDB,0,30,MAD,30316,2016 - 2017 Yaz Dönemi
