Kod,Ders,Eğitmen,Gün,Saat,Bina,Kayıtlı,Kontenjan,Bölüm Sınırlaması,CRN,Dönem
NTH 104,National History II,Necdet Öz,Salı,1330/1529,,55,60,DUIK GEMK GMIK MEN MTM NAE,20123,2021 - 2022 Bahar Dönemi
NTH 104,National History II,Seda Bayındır Uluskan,Pazartesi,1430/1629,,23,60,DUIK GEMK GMIK MEN MTM NAE,20122,2021 - 2022 Bahar Dönemi
